idOrganizacion,IdLaboratorioCalibracion,ClbFechaRegistro,ClbLugarEjecucion,ClbMagnitud,ClbInstrumento,ClbIntervaloMedicion,ClbIncertidumbreExpandida,ClbPrincipioMedicion,ClbMetodoMedicion,ClbPatronUtilizado,ClbVigenteApartirDe
11,LC-521,--,--,Temperatura,"Termómetros de radiación de infrarrojo",--,"<p>±0,077 °C</p><p>±0,078 °C</p><p>±0,59 °C</p><p>±0,80 °C</p><p>±0,66 °C</p><p>±0,81 °C</p><p>±0,84 °C</p><p>±0,81 °C</p><p>±0,76 °C</p>",--,--,--,--
11,LC-522,--,--,Temperatura,"Transmisores de temperatura analógicos o digitales con sensores RTD y termopares",--,"<p>±0,034 °C</p><p>±0,025 °C</p><p>±0,028 °C</p><p>±0,025 °C</p><p>±0,052 °C</p><p>±0,052 °C</p><p>±0,058 °C</p><p>±0,091 °C</p><p>±0,096 °C</p><p>±0,15 °C</p><p>±0,11 °C</p><p>±0,19 °C</p>",--,--,--,--
232,LC-523,--,--,Masa,"Instrumento para pesar de funcionamiento no automático",--,"<p><span style="color: black;">0,07 mg</span></p><p><span style="color: black;">0,65 mg</span></p><p><span style="color: black;">6,45 mg</span></p><p><span style="color: black;">0,32 g</span></p><p><span style="color: black;">0,65 g</span></p><p><span style="color: black;">6,45 g</span></p><p><span style="color: black;">13 g</span></p><p><span style="color: black;">32 g</span></p><p><span style="color: black;">65 g</span></p><p><span style="color: black;">323 g</span></p><p><span style="color: black;">646 g</span></p><p><span style="color: black;">646 g</span></p><p><span style="color: black;">1,3 kg</span></p>",--,--,--,--
232,LC-524,--,--,Masa,"Instrumento para pesar de funcionamiento no automático",--,"<p><span style="color: black;">12 kg</span></p><p><span style="color: black;">24 kg</span></p><p><span style="color: black;">39 kg</span></p>",--,--,--,--
232,LC-525,--,--,Masa,"Masas no 
normalizadas",--,"<p><span style="color: black;">Desde 0,017 mg</span></p><p><span style="color: black;">Hasta 0,50 g</span></p>",--,--,--,--
140,LC-526,--,--,Masa,"PC 04

Balanzas
Clase alta II",--,"<p>13 mg</p><p>32 mg</p><p>65 mg</p><p>97 mg</p><p>130 mg</p><p>190 mg</p><p>320 mg</p><p>390 mg</p><p>650 mg</p><p>1 300 mg</p><p>2 600 mg</p>",--,--,--,--
140,LC-528,--,--,Masa,"PC 02 y PC 03

Básculas y balanzas
Clase media III y Clase ordinaria IIII",--,"<p>190 mg</p><p>2 g</p><p>34 g</p><p>68 g</p><p>0,69 kg</p><p>20 kg</p>",--,--,--,--
140,LC-529,--,--,Masa,"Pesas clase M1 o inferiores",--,"<p>8 mg</p>",--,--,--,--
140,LC-530,--,--,Masa,"Pesas clase M1 o inferiores",--,"<p>16 mg</p>",--,--,--,--
140,LC-531,--,--,Masa,"Pesas clase M1 o inferiores",--,"<p>30 mg</p>",--,--,--,--
140,LC-532,--,--,Masa,"Pesas clase M1 o inferiores",--,"<p>160 mg</p>",--,--,--,--
232,LC-527,--,--,Masa,"Masas F1 o 
Inferiores",--,"<p><strong style="color: black;">F1</strong></p><p><strong style="color: black;">&nbsp;</strong></p><p><span style="color: black;">0,017 mg</span></p><p><span style="color: black;">0,020 mg</span></p><p><span style="color: black;">0,027 mg</span></p><p><span style="color: black;">0,033 mg</span></p><p><span style="color: black;">0,040 mg</span></p><p><span style="color: black;">0,053 mg</span></p><p><span style="color: black;">0,067 mg</span></p><p><span style="color: black;">0,083 mg</span></p><p><span style="color: black;">0,10 mg</span></p><p><span style="color: black;">0,17 mg</span></p><p><span style="color: black;">0,33 mg</span></p><p><span style="color: black;">&nbsp;</span></p><p><strong style="color: black;">F2</strong></p><p><span style="color: black;">&nbsp;</span></p><p><span style="color: black;">2,7 mg</span></p><p><span style="color: black;">5,3 mg</span></p><p><span style="color: black;">10,0 mg</span></p><p><span style="color: black;">27,0 mg</span></p><p><span style="color: black;">53,0 mg</span></p><p><span style="color: black;">&nbsp;</span></p><p><strong style="color: black;">M1</strong></p><p><strong style="color: black;">&nbsp;</strong></p><p><span style="color: black;">0,33 g</span></p><p><span style="color: black;">&nbsp;</span></p><p><strong style="color: black;">M2</strong></p><p><strong style="color: black;">&nbsp;</strong></p><p><span style="color: black;">27,0 g</span></p>",--,--,--,--
140,LC-533,--,--,Masa,"Pesas clase M1 o inferiores",--,"<p>300 mg</p>",--,--,--,--
140,LC-534,--,--,Masa,"Pesas clase M1 o inferiores",--,"<p>80 mg</p>",--,--,--,--
768,LC-535,--,--,"Presión y vacío","Indicadores de Presión (manómetros) Tipo Bourdon, Manómetros Analógicos y Digitales,Indicadores de Presión
Vacío y manométrica.
Analógico y Digital",--,"<p>1,9 kPa</p><p>0,28 psi</p><p><br></p><p>2,0 kPa</p><p>0,28 psi</p><p><br></p><p>2,0 kPa</p><p>0,28 psi</p><p><br></p><p>11 kPa</p><p>1,5 psi</p><p><br></p><p>20 kPa</p><p>2,9 psi</p><p><br></p><p>43 kPa</p><p>6,2 psi</p><p><br></p><p>98 kPa</p><p>14 psi</p><p><br></p><p>201 kPa</p><p>29 psi</p>",--,--,--,--
768,LC-536,--,--,"Presión y vacío","Indicadores de Presión (manómetros) Tipo Bourdon, Manómetros Analógicos y Digitales,Indicadores de Presión
Vacío y manométrica.
Analógico y Digital",--,"<p>1,9 kPa</p><p>0,28 psi</p><p>&nbsp;</p><p>2,0 kPa</p><p>0,28 psi</p><p>&nbsp;</p><p>2,0 kPa</p><p>0,28 psi</p><p>&nbsp;</p><p>11 kPa</p><p>1,5 psi</p><p>&nbsp;</p><p>20 kPa</p><p>2,9 psi</p><p>&nbsp;</p><p>43 kPa</p><p>6,2 psi</p><p>&nbsp;</p><p>98 kPa</p><p>14 psi</p><p>&nbsp;</p><p>201 kPa</p><p>29 psi</p>",--,--,--,--
768,LC-537,--,--,"Presión y vacío","Transmisores de presión con salida eléctrica",--,"<p>0,17 kPa</p><p>0,025 psi</p><p>&nbsp;</p><p>0,24 kPa</p><p>0,035 psi</p><p>&nbsp;</p><p>1,5 kPa</p><p>0,21 psi</p><p>&nbsp;</p><p>2,3 kPa</p><p>0,34 psi</p><p>&nbsp;</p><p>10 kPa</p><p>1,5 psi</p><p>&nbsp;</p><p>13 kPa</p><p>1,9 psi</p><p>&nbsp;</p><p>21 kPa</p><p>3,1 psi</p>",--,--,--,--
768,LC-538,--,--,"Presión y vacío","Transmisores de presión con salida eléctrica",--,"<p>0,17 kPa</p><p>0,025 psi</p><p>&nbsp;</p><p>0,24 kPa</p><p>0,035 psi</p><p>&nbsp;</p><p>1,5 kPa</p><p>0,21 psi</p><p>&nbsp;</p><p>2,4 kPa</p><p>0,34 psi</p><p>&nbsp;</p><p>10 kPa</p><p>1,5 psi</p><p>&nbsp;</p><p>13 kPa</p><p>1,9 psi</p><p>&nbsp;</p><p>22 kPa</p><p>3,1 psi</p>",--,--,--,--
768,LC-539,--,--,Temperatura,"Calibración de Termómetros Bimetálicos",--,"<p>0,37 °C</p><p><br></p><p>0,37 °C</p><p><br></p><p>0,37 °C</p><p><br></p><p>0,61 °C</p><p><br></p><p>0,71 °C</p><p><br></p><p>1,5 °C</p>",--,--,--,--
768,LC-540,--,--,Temperatura,"Calibración de Termómetros Bimetálicos",--,"<p>0,37 °C</p><p>&nbsp;</p><p>0,37 °C</p><p>&nbsp;</p><p>0,37 °C</p><p>&nbsp;</p><p>0,61 °C</p><p>&nbsp;</p><p>0,71 °C</p><p>&nbsp;</p><p>1,5 °C</p>",--,--,--,--
768,LC-541,--,--,Temperatura,"Transmisores de temperatura con salida eléctrica",--,"<p>0,24 °C</p><p>&nbsp;</p><p>0,24 °C</p><p>&nbsp;</p><p>0,25 °C</p><p>&nbsp;</p><p>0,42 °C</p><p>&nbsp;</p><p>0,42 °C</p>",--,--,--,--
768,LC-542,--,--,Temperatura,"Transmisores de temperatura con salida eléctrica",--,"<p>0,24 °C</p><p>&nbsp;</p><p>0,24 °C</p><p>&nbsp;</p><p>0,25 °C</p><p>&nbsp;</p><p>0,42 °C</p><p>&nbsp;</p><p>0,42 °C</p>",--,--,--,--
768,LC-543,--,--,Presión,"Registradores cartográficos de presión",--,"<p>4,0 kPa</p><p>0,58 psi</p><p>&nbsp;</p><p>8,2 kPa</p><p>&nbsp;1,2 psi</p><p><br></p><p>20 kPa</p><p>2,9 psi</p><p>&nbsp;</p><p>44 kPa</p><p>6,3 psi</p><p>&nbsp;</p><p>200 kPa</p><p>29 psi</p><p>&nbsp;</p><p>400 kPa</p><p>57 psi</p>",--,--,--,--
768,LC-544,--,--,Presión,"Registradores cartográficos de presión",--,"<p>4,0 kPa</p><p>0,58 psi</p><p>&nbsp;</p><p>8,2 kPa</p><p>1,2 psi</p><p>&nbsp;</p><p>20 kPa</p><p>2,9 psi</p><p>&nbsp;</p><p>44 kPa</p><p>6,3 psi</p><p>&nbsp;</p><p>220 kPa</p><p>32 psi</p><p>&nbsp;</p><p>400 kPa</p><p>57 psi</p>",--,--,--,--
768,LC-545,--,--,Temperatura,"Termómetros digitales",--,"<p>0,23 °C</p><p>&nbsp;</p><p>0,23 °C</p><p>&nbsp;</p><p>0,23 °C</p><p>&nbsp;</p><p>0,41 °C</p>",--,--,--,--
768,LC-546,--,--,Temperatura,"Termómetros digitales",--,"<p>0,23 °C</p><p>&nbsp;</p><p>0,23 °C</p><p>&nbsp;</p><p>0,23 °C</p><p>&nbsp;</p><p>0,41 °C</p>",--,--,--,--
340,LC-547,--,--,Masa,"Balanza analítica",--,"<p>(0,13+0,0015W) mg</p><p>W = masa en g</p>",--,--,--,--
340,LC-548,--,--,Cloro,"Fotómetro en condiciones de laboratorio",--,"<p><u style="color: black;">+</u> 0,021 mg/l</p>",--,--,--,--
340,LC-549,--,--,"Potencial de Hidrógeno","Medidor de pH en
condiciones de
laboratorio",--,"<p><u style="color: black;">+</u> 0,022 unidades pH</p>",--,--,--,--
340,LC-550,--,--,Turbidez,"Turbidímetro en
condiciones de
laboratorio",--,"<p>+/- 0,049 NTU</p><p>+/- 0,17 NTU</p>",--,--,--,--
340,LC-551,--,--,Cloro,"Fotómetro en condiciones de laboratorio",--,"<p><u style="color: black;">+</u> 0,046 mg/l</p>",--,--,--,--
340,LC-552,--,--,Cloro,"Medidores de cloro en condiciones de proceso",--,"<p><u style="color: black;">+</u> 0,078 mg/l</p>",--,--,--,--
340,LC-553,--,--,"Potencial de Hidrógeno","Medidor de pH en
condiciones de
laboratorio",--,"<p><u style="color: black;">+</u> 0,022 unidades pH</p>",--,--,--,--
340,LC-554,--,--,"Potencial de Hidrógeno","Medidor de pH en
condiciones de
proceso",--,"<p><u style="color: black;">+</u> 0,026 unidades pH</p>",--,--,--,--
340,LC-555,--,--,Turbidez,"Turbidímetro en condiciones de laboratorio",--,"<p><u style="color: black;">+</u> 0,049 NTU</p><p class="ql-align-justify"><u style="color: black;">+</u> 0,17 NTU</p>",--,--,--,--
340,LC-556,--,--,Turbidez,"Turbidímetro en condiciones de proceso",--,"<p><u style="color: black;">+</u> 0,023 NTU</p><p><u style="color: black;">+</u> 0,20 NTU</p>",--,--,--,--
782,LC-557,--,--,Masa,"Instrumento para pesar
de funcionamiento no
automático (Balanzas
analíticas, balanzas de
pequeña capacidad,
balanzas de mediana
capacidad, balanzas de
gran capacidad,
Balanzas tipo tolva;
Dinamómetros)",--,"<p>0,063mg     </p><p>0,8 mg     </p><p>8,0mg     </p><p>4g     </p><p>8g     </p><p>16 g    </p><p>40 g     </p><p>80 g     </p><p>0,40 kg     </p><p>0,40 kg   </p>",--,--,--,--
782,LC-558,--,--,Temperatura,"Calibración de
termómetros digitales
con sensores RTD,
termistores y
termopares
Termómetro de interiores in - out,Termómetros analógicos y digitales con sensores RTD, termistores y termopares, interruptores y controladores de temperatura.",--,"<p>± 0,21&nbsp;</p><p><br></p><p>± 0,21&nbsp;&nbsp;</p><p><br></p><p>± 0,059&nbsp;</p><p><br></p><p>± 0,084&nbsp;</p>",--,--,--,--
782,LC-559,--,--,Temperatura,"Termómetros analógicos y digitales con sensores RTD, termistores y termopares, interruptores y controladores de temperatura.",--,"<p> ± 0,21   &nbsp;  </p><p> </p><p>± 0,21   &nbsp;   &nbsp;   </p><p><br></p><p>± 0,059   &nbsp;   </p><p><br></p><p>± 0,084 </p>",--,--,--,--
782,LC-560,--,--,Presión,"Calibración de Manómetros analógicos y digitales exactitud ≥ 0,25% del intervalo de medida",--,"<p>±0,17 psi </p><p>± 1,2 kpa&nbsp;&nbsp;</p>",--,--,--,--
782,LC-561,--,--,Presión,"Calibración de Manómetros analógicos y digitales exactitud ≥ 0,25% del intervalo de medida",--,"<p>±0,17 psi </p><p>± 1,2 kpa&nbsp;&nbsp;</p><p><br></p><p><br></p>",--,--,--,--
782,LC-562,--,--,Presión,"Calibración de Manómetros analógicos y digitales exactitud ≥ 0,25% del intervalo de medida",--,"<p><span style="color: rgb(0, 0, 0);">±0,17 psi&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</span></p><p><span style="color: rgb(0, 0, 0);">± 1,2 kpa&nbsp;</span></p>",--,--,--,--
782,LC-563,--,--,Presión,"Calibración de Manómetros analógicos y digitales exactitud ≥ 0,75% del intervalo de medida",--,"<p>± 29 psi&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>± 200 kPa</p><p><br></p>",--,--,--,--
782,LC-564,--,--,Presión,"Calibración de Manómetros analógicos y digitales exactitud ≥ 0,25% del intervalo de medida",--,"<p><span style="color: rgb(0, 0, 0);">±0,17 psi&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</span></p><p><span style="color: rgb(0, 0, 0);">± 1,2 kpa&nbsp;</span></p>",--,--,--,--
782,LC-565,--,--,Presión,"Calibración de Manómetros analógicos y digitales exactitud ≥ 0,75% del intervalo de medida",--,"<p><span style="color: rgb(0, 0, 0);">± 29 psi&nbsp;&nbsp;</span></p><p><span style="color: rgb(0, 0, 0);">± 200 kPa</span></p>",--,--,--,--
841,LC-566,--,--,"Presión en vacío","Indicadores de Presión
Vacío y manométrica.
Analógico y Digital",--,"<p>0,055 kPa </p><p>0,0080 psi&nbsp;</p>",--,--,--,--
841,LC-567,--,--,"Presión Hidráulica","Indicadores de presión de vacío y manométrica. Analógico y Digital. Registradores Cartográficos análogos y digitales.",--,"<p>1,3 kPa 0,19 psi&nbsp;</p>",--,--,--,--
841,LC-568,--,--,"Presión Hidráulica","Indicadores de presión de vacío y manométrica. Analógico y Digital. Registradores Cartográficos análogos y digitales.",--,"<p>4,5 kPa </p><p>0,66 psi&nbsp;</p>",--,--,--,--
841,LC-569,--,--,Temperatura,"Calibración de Termómetros digitales con sensores RTD,termistores,termopares y Bimetálicos,Registradores de temperatura",--,"<p>0,20 °C</p>",--,--,--,--
841,LC-570,--,--,Temperatura,"Calibración de Termómetros digitales con sensores RTD,termistores,termopares y Bimetálicos,Registradores de temperatura",--,"<p>0,21 °C</p>",--,--,--,--
841,LC-571,--,--,Temperatura,"Calibración de Termómetros digitales con sensores RTD,termistores,termopares y Bimetálicos,Registradores de temperatura",--,"<p>0,21 °C</p>",--,--,--,--
841,LC-572,--,--,Temperatura,"Calibración de Termómetros digitales con sensores RTD,termistores,termopares y Bimetálicos,Registradores de temperatura",--,"<p>0,22 °C</p>",--,--,--,--
841,LC-573,--,--,Temperatura,"Calibración de Termómetros digitales con sensores RTD,termistores,termopares y Bimetálicos",--,"<p>0,023 °C</p>",--,--,--,--
841,LC-574,--,--,Temperatura,"Transmisores de temperatura con salida eléctrica",--,"<p>0,020 °C</p>",--,--,--,--
841,LC-575,--,--,Temperatura,"Transmisores de temperatura con salida eléctrica",--,"<p>0,21 °C</p>",--,--,--,--
841,LC-576,--,--,Temperatura,"Transmisores de temperatura con salida eléctrica",--,"<p>0,21 °C</p>",--,--,--,--
841,LC-577,--,--,Temperatura,"Transmisores de temperatura con salida eléctrica",--,"<p>0,22 °C</p>",--,--,--,--
841,LC-578,--,--,Temperatura,"Transmisores de temperatura con salida eléctrica",--,"<p>0,23 °C</p>",--,--,--,--
841,LC-579,--,--,Temperatura,"Calibración de Termómetros digitales con sensores RTD,termistores,termopares y Bimetálicos,Registradores de temperatura",--,"<p>0,20 °C</p>",--,--,--,--
841,LC-580,--,--,Temperatura,"Calibración de Termómetros digitales con sensores RTD,termistores,termopares y Bimetálicos,Registradores de temperatura",--,"<p>0,21 °C</p>",--,--,--,--
841,LC-581,--,--,Temperatura,"Calibración de Termómetros digitales con sensores RTD,termistores,termopares y Bimetálicos,Registradores de temperatura",--,"<p>0,21 °C</p>",--,--,--,--
841,LC-582,--,--,Temperatura,"Calibración de Termómetros digitales con sensores RTD,termistores,termopares y Bimetálicos,Registradores de temperatura",--,"<p>0,22 °C</p>",--,--,--,--
841,LC-583,--,--,Temperatura,"Calibración de Termómetros digitales con sensores RTD,termistores,termopares y Bimetálicos,Registradores de temperatura",--,"<p>0,23 °C</p>",--,--,--,--
841,LC-584,--,--,Temperatura,"Transmisores de temperatura con salida eléctrica",--,"<p>0,20 °C</p>",--,--,--,--
841,LC-585,--,--,Temperatura,"Transmisores de temperatura con salida eléctrica",--,"<p>0,21 °C</p>",--,--,--,--
841,LC-586,--,--,Temperatura,"Transmisores de temperatura con salida eléctrica",--,"<p>0,21 °C</p>",--,--,--,--
841,LC-587,--,--,Temperatura,"Transmisores de temperatura con salida eléctrica",--,"<p>0,22 °C</p>",--,--,--,--
841,LC-588,--,--,Temperatura,"Transmisores de temperatura con salida eléctrica",--,"<p>0,23 °C</p>",--,--,--,--
841,LC-589,--,--,"Presión en vacío","Indicadores de Presión
Vacío y manométrica.
Analógico y Digital",--,"<p>0,055 kPa </p><p>0,0080 psi&nbsp;</p>",--,--,--,--
841,LC-590,--,--,"Presión Hidráulica","Indicadores de presión de vacío y manométrica. Analógico y Digital. Registradores Cartográficos análogos y digitales.",--,"<p>1,3 kPa </p><p>0,19 psi<span style="color: rgb(255, 0, 0);">&nbsp;</span></p>",--,--,--,--
841,LC-591,--,--,"Presión Hidráulica","Indicadores de presión de vacío y manométrica. Analógico y Digital. Registradores Cartográficos análogos y digitales.",--,"<p>4,5 kPa </p><p>0,66 psi<span style="color: rgb(255, 0, 0);">&nbsp;</span></p>",--,--,--,--
841,LC-592,--,--,"Presión Hidráulica","Indicadores de presión de vacío y manométrica. Analógico y Digital. Registradores Cartográficos análogos y digitales.",--,"<p>9,2 kPa 1,3 psi<span style="color: rgb(255, 0, 0);">&nbsp;</span></p>",--,--,--,--
841,LC-593,--,--,"Presión Hidráulica","Indicadores de presión de vacío y manométrica. Analógico y Digital. Registradores Cartográficos análogos y digitales.",--,"<p>48 kPa </p><p>6,9 psi&nbsp;</p>",--,--,--,--
841,LC-594,--,--,"Presión Hidráulica","Transmisores de presión con salida eléctrica",--,"<p>1,3 kPa </p><p>0,19 psi&nbsp;</p>",--,--,--,--
841,LC-595,--,--,"Presión Hidráulica","Transmisores de presión con salida eléctrica",--,"<p>4,5 kPa </p><p>0,66 psi&nbsp;</p>",--,--,--,--
841,LC-596,--,--,"Presión Hidráulica","Transmisores de presión con salida eléctrica",--,"<p>9,2 kPa </p><p>1,3 psi&nbsp;</p>",--,--,--,--
841,LC-597,--,--,"Presión hidráulica","Transmisores de presión con salida eléctrica",--,"<p>48 kPa </p><p>6,9 psi<span style="color: rgb(255, 0, 0);">&nbsp;</span></p>",--,--,--,--
841,LC-598,--,--,"Presión en vacío","Indicadores de Presión
Vacío y manométrica.
Analógico y Digital",--,"<p>0,056 kPa </p><p>0,0081 psi&nbsp;</p>",--,--,--,--
841,LC-599,--,--,"Presión Hidráulica","Indicadores de presión de vacío y manométrica. Analógico y Digital. Registradores Cartográficos análogos y digitales.",--,"<p>1,3 kPa </p><p>0,19 psi&nbsp;</p>",--,--,--,--
841,LC-600,--,--,"Presión Hidráulica","Indicadores de presión de vacío y manométrica. Analógico y Digital. Registradores Cartográficos análogos y digitales.",--,"<p>4,6 kPa </p><p>0,66 psi<span style="color: rgb(255, 0, 0);">&nbsp;</span></p>",--,--,--,--
841,LC-601,--,--,"Presión Hidráulica","Indicadores de presión de vacío y manométrica. Analógico y Digital. Registradores Cartográficos análogos y digitales.",--,"<p>9,2 kPa </p><p>1,3 psi<span style="color: rgb(255, 0, 0);">&nbsp;</span></p>",--,--,--,--
841,LC-602,--,--,"Presión Hidráulica","Indicadores de presión de vacío y manométrica. Analógico y Digital. Registradores Cartográficos análogos y digitales.",--,"<p>48 kPa </p><p>6,9 psi<span style="color: rgb(255, 0, 0);">&nbsp;</span></p>",--,--,--,--
841,LC-603,--,--,"Presión Hidráulica","Transmisores de presión con salida eléctrica",--,"<p>1,3 kPa </p><p>0,19 psi&nbsp;</p>",--,--,--,--
841,LC-604,--,--,"Presión Hidráulica","Transmisores de presión con salida eléctrica",--,"<p>4,6 kPa </p><p>0,66 psi&nbsp;</p>",--,--,--,--
841,LC-605,--,--,"Presión Hidráulica","Transmisores de presión con salida eléctrica",--,"<p>9,2 kPa</p><p>1,3 psi&nbsp;</p>",--,--,--,--
841,LC-606,--,--,"Presión Hidráulica","Transmisores de presión con salida eléctrica",--,"<p>48 kPa </p><p>6,9 psi&nbsp;</p>",--,--,--,--
841,LC-607,--,--,"Presión neumática","Medidores de presión diferencial análogos,Medidores de presión diferencial digitales",--,"<p>0,36 kPa </p><p>0,052 psi&nbsp;</p>",--,--,--,--
841,LC-608,--,--,"Presión neumática","Medidores de presión diferencial análogos,Medidores de presión diferencial digitales",--,"<p>0,36 kPa </p><p>0,053 psi&nbsp;</p>",--,--,--,--
841,LC-609,--,--,"Presión neumática","Transmisores de presión con salida eléctrica",--,"<p>0,36 kPa </p><p>0,052 ps<span style="color: rgb(255, 0, 0);">i&nbsp;</span></p>",--,--,--,--
841,LC-610,--,--,"Presión neumática","Transmisores de presión con salida eléctrica",--,"<p>0,36 kPa </p><p>0,053 psi&nbsp;</p>",--,--,--,--
844,LC-611,--,--,Masa,"Balanzas clase III",--,"<p>1 g</p>",--,--,--,--
850,LC-612,--,--,Masa,"Balanzas clase I,Balanzas clase II,Balanzas clase III,Balanzas clase IIII",--,"<p>0,021 mg</p><p>0,29 mg</p><p>0,37 mg</p><p>1,4 mg</p><p>9,4 mg</p><p>10 mg</p><p>0,015 g</p><p>0,093 g</p><p>9,3 g</p><p>9,3 g</p><p>19 g</p><p><br></p><p><br></p><p><br></p><p><br></p><p>&nbsp;</p><p><br></p><p><br></p>",--,--,--,--
850,LC-613,--,--,Temperatura,"Transmisores de Temperatura con o sin display.
(Baño termostático),Calibración de
termómetros digitales
con sensores RTD,
termistores y
termopares
Termómetro de interiores in - out,Termómetros bimetálicos con medio isotermo como patrón,Registradores de temperatura,Exactitud sensor mufla = ± 0.5°C",--,"<p>0,088 °C</p><p>0,1 °C</p><p>0,1 °C</p><p>0,12 °C</p><p>0,2 °C</p><p>0,24°C</p><p>1,9 °C</p>",--,--,--,--
850,LC-614,--,--,"Temperatura y Humedad Relativa","Calibración de
Termohigrómetros
(temperatura).,Calibración de Termohigrómetros y Termómetros de Interiores,Calibración de Termohigrómetros,  Termómetros de Interiores y Dataloggers,Termohigrómetros,Higrómetros ambientales",--,"<p>1,9 %HR</p><p>2,2 %HR</p><p>2,4 %HR</p><p><br></p><p>0,35°C</p><p><br></p><p><br></p><p><br></p><p>&nbsp;</p>",--,--,--,--
850,LC-615,--,--,Volumen,Dispensadores,--,"<p>0,0026 ml</p><p>0,0050 ml</p>",--,--,--,--
850,LC-616,--,--,Volumen,"Pipetas de pistón",--,"<p>00,60 µl</p><p>0,60 µl</p><p>0,60 µl&nbsp;</p>",--,--,--,--
850,LC-617,--,--,Volumen,"Conos Imhoff",--,"<p>0,024 ml</p><p>0,86 ml</p>",--,--,--,--
850,LC-618,--,--,Volumen,Buretas,--,"<p>0,00029 ml</p><p>0,00034 ml</p><p>0,00068 ml</p><p>0,0020 ml</p>",--,--,--,--
850,LC-619,--,--,Volumen,"Balones aforados",--,"<p>0,0069 ml</p><p>0,014 ml</p><p>0,018 ml</p><p>0,031 ml</p><p>0,042 ml</p><p>0,052 ml</p>",--,--,--,--
850,LC-620,--,--,Volumen,"Pipetas graduadas",--,"<p>0,0014 ml</p><p>0,0020 ml</p><p>0,0022 ml</p><p>0,0026 ml</p>",--,--,--,--
850,LC-621,--,--,Longitud,"Comparador de reloj tipo palanca (Analogo),Comparador de reloj tipo palanca (Digital)",--,"<p>5,8 µm&nbsp;</p>",--,--,--,--
850,LC-622,--,--,Longitud,"Micrómetro analógicos de exteriores,Micrómetro digitales de exteriores",--,"<p>1,7 µm</p>",--,--,--,--
850,LC-623,--,--,Longitud,"Pie de rey digital,Pie de rey analógico (vernier),Pie de rey dial (carátula)",--,"<p>19 µm</p><p>21 µm</p>",--,--,--,--
850,LC-624,--,--,Masa,"Balanza analítica,Balanzas clase I,Balanzas clase II,Balanzas clase III,Balanzas clase IIII",--,"<p>0,021 mg</p><p>0,29 mg</p><p>0,37 mg</p><p>1,4 mg</p><p>9,4 mg</p><p>10 mg</p><p>0,015 g</p><p>0,093 g</p><p>9,3 g</p><p>9,3 g</p><p>19 g</p>",--,--,--,--
850,LC-625,--,--,"Temperatura por comparación","Transmisores de Temperatura con o sin display.
(Baño termostático),Calibración de
termómetros digitales
con sensores RTD,
termistores y
termopares
Termómetro de interiores in - out,Exactitud sensor mufla = ± 0.5°C,Registradores de temperatura,Termómetros bimetálicos con medio isotermo como patrón",--,"<p>0,088 °C</p><p>0,1 °C</p><p>0,1 °C</p><p>0,12 °C</p><p>0,2 °C</p><p>0,24°C</p><p>1,9 °C</p>",--,--,--,--
850,LC-626,--,--,Presión,"Calibración De Manómetros, Vacuómetros y Manovacuómetros analógicos y digitales 
exactitud ≥ 0,25% del intervalo de medida",--,"<p>0,75 kPa</p><p>0,014 MPa</p>",--,--,--,--
850,LC-627,--,--,Presión,"Calibración De Manómetros, Vacuómetros y Manovacuómetros analógicos y digitales 
exactitud ≥ 0,25% del intervalo de medida",--,"<p>0,75 kPa</p><p>0,014 MPa</p>",--,--,--,--
850,LC-628,--,--,Longitud,"Profundímetro analógico,Profundímetro de carátula,Profundímetro digital",--,"<p>14 µm</p>",--,--,--,--
852,LC-629,--,--,Longitud,Reglas,--,"<p>0,16 mm</p>",--,--,--,--
852,LC-630,--,--,Longitud,Flexómetros,--,"<p>0,22 mm</p>",--,--,--,--
852,LC-631,--,--,Longitud,"CALIBRACIÓN DE CINTAS",--,"<p>0,22 mm</p><p>0,27 mm</p><p>0,31 mm</p><p>0,38 mm</p>",--,--,--,--
852,LC-632,--,--,Longitud,"CALIBRACIÓN DE CINTAS AFORO Y PLOMADA",--,"<p>0,31 mm</p><p>0,38 mm</p><p>0,58 mm</p>",--,--,--,--
852,LC-633,--,--,Longitud,"PIE DE REY",--,"<p>11 μm</p>",--,--,--,--
852,LC-634,--,--,Longitud,MICROMETRO,--,"<p>0,6 μm</p><p>1,0 μm</p><p>1,7 μm</p><p>2,5 μm</p><p>3,3 μm</p><p>4,1 μm</p>",--,--,--,--
852,LC-635,--,--,Longitud,"Reloj comparador",--,"<p>0,62 μm</p><p>0,73 μm</p><p>1,05 μm</p><p>1,44 μm</p><p>1,85 μm</p><p>2,28 μm</p>",--,--,--,--
852,LC-636,--,--,Temperatura,"Termómetros Digitales Registradores de temperatura cartográficos, Controladores de temperatura Termohigrómetros, Data loggers, Módulos para TCK, Termómetros ambientales con o sin sensor, Calibradores, Multicalibradores, TCK, RTD s,",--,"<p>0,11 °C</p><p>0,11 °C</p><p>0,09 °C</p><p>0,09 °C</p><p>0,19 °C</p>",--,--,--,--
