OnaSiglas,IdOrganizacion,OrgFechaRegistro,OrgNombreComercial,OrgRazonSocial,OrgCodigoAcreditacion,OrgPais,OrgCiudad,OrgDireccion,OrgWeb,orgCorreo,orgTelefono,OrgEstadoAcreditado,OrgEsquemaAcreditado,OrgNormaAcreditada,OrgReconocimiento,OrgFechaEfectivaAcreditacion,OrgPeriodoVigencia,OrgFechaActualizacion,OrgUrlCertificado
SAE,782,--,"LABORATORIO DE CALIBRACIÓN CSMETROIN","CSMETROIN S.A.S.","SAE LC 23-003",Ecuador,Guayaquil,"Cdla. Guayacanes 2da etapa",NULL,123gerencia@csmetroin.com,0980293180,Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:45:44",https://sisac.acreditacion.gob.ec/storage/users/csmetroin/accreditation_application/1571/pdf_actives_scopes/2024_02_07_08_45_44_Alcances_E-SAE-LCA-23-003_20240207_084537.pdf
SAE,340,--,"LABORATORIO DE CALIBRACIÓN DE LA UNIDAD DE MANTENIMIENTO DE PRODUCCION EPMAPS","EMPRESA PÚBLICA METROPOLITANA DE AGUA POTABLE Y SANEAMIENTO",NULL,Ecuador,Quito,"Av. Mariana de Jesús Número: S/N Intersección: Alemania",NULL,123leila.palacios@aguaquito.gob.ec,"+593 2-250-1225",Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-09-11 09:02:22","https://sisac.acreditacion.gob.ec/storage/users/labcalepmaps/accreditation_application/1543/pdf_actives_scopes/2024_09_11_14_02_22_Alcances_E - SAE LCA 16 . 004_20240911_140216.pdf"
SAE,841,--,"LABORATORIO DE CALIBRACIÓN TECNOINSTRUMENT","TECNOINSTRUMENT CIA. LTDA.","SAE LC 24-002",Ecuador,"Francisco de Orellana","Provincia: Orellana, Barrio: CORAZON DEL ORIENTE Carretera: VIA PUNINO Referencia: A CIEN METROS DE ECORESA",NULL,123v.utreras_actualizado@tecnoinstrument.com,"+593 98 343 2046",Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-04-16 06:38:17",https://sisac.acreditacion.gob.ec/storage/users/labtecno/accreditation_application/1610/pdf_actives_scopes/2024_04_16_11_38_17_Alcances_E-SAE-LCA-23-006_20240416_113804.pdf
SAE,50,--,"Laboratorio de calificación de leche cruda","Vita Alimentos C.A.","SAE LEN 17-007",Ecuador,Quito,"Pedro Pinto E4-197 y Avenida Napo",NULL,123jespinosa@vita.com.ec,"+593 265 1880",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-08-28 15:48:10","https://sisac.acreditacion.gob.ec/storage/users/califficacionpq/accreditation_application/391/pdf_actives_scopes/2024_08_28_20_48_10_Alcances_E - SAE LEN 16 . 008_20240828_204804.pdf"
SAE,104,--,"Laboratorio de Combustibles, Biocombustibles y Aceites Lubricantes (LACBAL)","Escuela Politecnica Nacional","SAE LEN 21-002",Ecuador,Quito,"Ladron de Guevara E11-253 Andalucia",NULL,123dina.albuja@epn.edu.ec,"+593 2-297-6300",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 04:00:19","https://sisac.acreditacion.gob.ec/storage/users/dina.albuja/accreditation_application/522/pdf_actives_scopes/2024_02_07_09_00_19_Alcances_E SAE LEN 19.018_20240207_090012.pdf"
SAE,218,--,"LABORATORIO DE CONTROL DE CALIDAD -REFINERIA SHUSHUFINDI","EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR","SAE LEN 12-002",Ecuador,Shushufindi,"Vía Limoncocha Km 1  1/2",NULL,123edwin.zamora@eppetroecuador.ec,"+593 98 408 5145",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:52:23","https://sisac.acreditacion.gob.ec/storage/users/labshushufindi/accreditation_application/936/pdf_actives_scopes/2024_02_07_08_52_23_Alcances_OAE LE 11-005_20240207_085216.pdf"
SAE,234,--,"LABORATORIO DE CONTROL DE CALIDAD DEL TERMINAL MARÍTIMO DE BALAO","EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR - Laboratorio de control de calidad del Terminal Marítimo Balao","SAE LEN 17-010",Ecuador,Esmeraldas,"Vía Universitaria Luis Vargas Torres, Campo Balao, Barrio Santa Rosa Zárate, Calle Manabí",NULL,123Oswaldo.Larrea@eppetroecuador.ec,"+593 2-394-1400",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:55:55","https://sisac.acreditacion.gob.ec/storage/users/icbalao2022/accreditation_application/1950/pdf_actives_scopes/2024_02_07_08_55_55_Alcances_E - SAE LEN 16 . 010_20240207_085550.pdf"
SAE,241,--,"LABORATORIO DE CONTROL DE CALIDAD LAGO AGRIO - EP PETROECUADOR","EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR - Laboratorio de control de calidad Lago Agrio",NULL,Ecuador,Quito,"AV. QUITO KM 1/2 VIA AL AEREOPUERTO, LAGO AGRIO",NULL,123raul.montenegro@eppetroecuador.ec,"+593 2-250-3722",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-11-05 09:48:12","https://sisac.acreditacion.gob.ec/storage/users/rmontenegro/accreditation_application/1108/pdf_actives_scopes/2024_11_05_14_48_12_Alcances_E-SAE LEN 15.023_20241105_144811.pdf"
SAE,562,--,"Laboratorio de Control Químico de la Central Guangopolo TERMOPICHINCHA – CELEC EP","CELEC EP",SAE-LEN-15-003,Ecuador,Quito,"Av. 6 de diciembre N26-235  y Av. Orellana",NULL,123alex.portilla@celec.gob.ec,2992500,Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-08-30 04:47:18","https://sisac.acreditacion.gob.ec/storage/users/aportilla/accreditation_application/1236/pdf_actives_scopes/2024_08_30_09_47_18_Alcances_OAE LE 14-025_20240830_094713.pdf"
SAE,504,--,"Laboratorio de Control y Análisis de Alimentos (LACONAL)","Universidad Técnica de Ambato","SAE L 21-067.2",Ecuador,Ambato,"Av. Los Chasquis y Río Payamino",NULL,123laconal@uta.edu.ec,"+593 3-240-0987",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-09 10:13:59","https://sisac.acreditacion.gob.ec/storage/users/laconal/accreditation_application/1183/pdf_actives_scopes/2024_02_09_15_13_59_Alcances_OAE LE 09-004_20240209_151353.pdf"
SAE,414,--,"Laboratorio de Energía y Calibración del Ecuador LABENERGY Cía. Ltda","Laboratorio de Energía y Calibración del Ecuador LABENERGY Cía. Ltda","SAE LC 22-001",Ecuador,Quito,"Inglaterra E3-263 y Av. Amazonas, Edificio Centro Ejecutivo, Oficina 02",NULL,123gerencia.labenergy@gmail.com,"+593 99 853 6159",Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 14:57:12","https://sisac.acreditacion.gob.ec/storage/users/labenergy/accreditation_application/1816/pdf_actives_scopes/2024_02_07_19_57_12_Alcances_E-SAE LCA 20.008_20240207_195706.pdf"
SAE,314,--,"Laboratorio de Ensayos de Patología Acuícola (Lab-EPA)","MINISTERIO DE LA PRODUCCIÓN COMERCIO EXTERIOR INVERSIONES Y PESCA SUBSECRETARIA DE CALIDAD E INOCUIDAD- EPA","SAE LEN 07-008",Ecuador,Guayaquil,"Letamendi 102 y la Ría",NULL,123npin@produccion.gob.ec,"+593 4-240-1776",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-10-08 05:20:12","https://sisac.acreditacion.gob.ec/storage/users/narcisopin/accreditation_application/1100/pdf_actives_scopes/2024_10_08_10_20_12_Alcances_OAE PLE 1E 06-004_20241008_102006.pdf"
SAE,247,--,"LABORATORIO DE EVALUACIÓN DE MATERIALES - LEMAT","LABORATORIO DE EVALUACIÓN DE MATERIALES - LEMAT EMPRESA PÚBLICA DE SERVICIOS ESPOL - TECH E.P.","SAE LEN 11-006",Ecuador,Guayaquil,"km 30.5 Vía Perimetral, ESPOL, Campus Gustavo Galindo Velasco, Facultad de Ingeniería en Mecánica y Ciencias de la Producción",NULL,123lemat@espol.edu.ec,"+593 4-226-9375",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-05-16 06:38:48","https://sisac.acreditacion.gob.ec/storage/users/dclemat21/accreditation_application/1051/pdf_actives_scopes/2024_05_16_11_38_48_Alcances_OAE LE 10-011_20240516_113841.pdf"
SAE,1196,--,"Laboratorio de H&N","SGS DEL ECUADOR S.A",SAE-LEN-24-015,Ecuador,Guayaquil,"Av. de las Américas s/n entre las calles Eugenio Almazan y José Mejía",NULL,123sabina.mera@sgs.com,"+593 4-373-2110",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-11-13 11:17:37",https://sisac.acreditacion.gob.ec/storage/users/laboratorioehs/accreditation_application/2341/pdf_actives_scopes/2024_11_13_16_17_37_Alcances_E-SAE-LEN-24-0013_20241113_161725.pdf
SAE,869,--,"LABORATORIO DE INVESTIGACIÓN MECÁNICA LIM - UTA","UNIVERSIDAD TECNICA DE AMBATO U.T.A.","SAE LEN 24-003",Ecuador,Ambato,"TUNGURAHUA / AMBATO / CELIANO MONGE / AV. LOS CHASQUIS S/N",NULL,123lim@uta.edu.ec,"+593 99 883 9629",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-27 10:36:08",https://sisac.acreditacion.gob.ec/storage/users/utalim2023/accreditation_application/1676/pdf_actives_scopes/2024_02_27_15_36_08_Alcances_E-SAE-LEN-23-0027_20240227_153603.pdf
SAE,373,--,"Laboratorio de la Coordinación General de Control de Calidad de EP Petroecuador Refinería La Libertad","Empresa Publica de Hidrocarburos EpPetroecuador","SAE LEN 11-008",Ecuador,"La Libertad","Alpallana y Av. 6 de diciembre",NULL,123fausto.carvajal@eppetroecuador.ec,"+593 4-380-3000",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:56:47","https://sisac.acreditacion.gob.ec/storage/users/fcarva35444/accreditation_application/933/pdf_actives_scopes/2024_02_07_08_56_47_Alcances_OAE LE 11-002_20240207_085641.pdf"
SAE,270,--,"LABORATORIO DE LA UNIDAD DE CONTROL DE CALIDAD, AGUAS, PETRÓLEO Y MEDIO AMBIENTE-UCC.","UNIVERSIDAD DE GUAYAQUIL","SAE LEN 08-003",Ecuador,Guayaquil,"AV. KENNEDY S/N Y AV. DELTA",NULL,123elymgp@hotmail.com,"+593 4-229-2949",Retirado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 15:10:07","https://sisac.acreditacion.gob.ec/storage/users/egarcia/accreditation_application/825/pdf_actives_scopes/2024_02_07_20_10_07_Alcances_OAE PLE 2E 06-008_20240207_201001.pdf"
SAE,359,--,"Laboratorio de Llantas de la Escuela Politécnica Nacional","Escuela Politécnica Nacional-Laboratorio de Llantas",NULL,Ecuador,Quito,"Av. Maldonado y Balzar",NULL,123laboratoriollantas.sb@epn.edu.ec,"+593 2-267-0823",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-10-10 16:59:07","https://sisac.acreditacion.gob.ec/storage/users/labllantas/accreditation_application/1121/pdf_actives_scopes/2024_10_10_21_59_07_Alcances_E-SAE LEN 19.004_20241010_215904.pdf"
SAE,326,--,"Laboratorio de Luminotecnia IIGE","Instituto de Investigación Geológico y Energético","SAE LEN 18-021",Ecuador,Quito,"AVENIDA DE LA REPÚBLICA E 7-263 DIEGO DE ALMAGRO EDIFICIO SKY",NULL,123laboratorio.luminotecnia@geoenergia.gob.ec,"+593 2-239-31390",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 04:17:22","https://sisac.acreditacion.gob.ec/storage/users/lluiige/accreditation_application/1025/pdf_actives_scopes/2024_02_07_09_17_22_Alcances_E - SAE LEN 17 . 005_20240207_091715.pdf"
SAE,365,--,"Laboratorio de Seguridad, Salud y Ambiente LABSSA","Empresa Pública de Hidrocarburos del Ecuador EP Petroecuador","SAE LEN 11-004",Ecuador,"Lago Agrí­o","Provincia: Pichincha, Cantón: Quito, Parroquia: Benalcazar, Barrio La Paz, Calle Alpallana N° E8-86 intersección Av. 6 de Diciembre.",NULL,123Carmen.Mancheno@eppetroecuador.ec,"+593 3942000",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-15 05:10:16","https://sisac.acreditacion.gob.ec/storage/users/labssaepp/accreditation_application/1122/pdf_actives_scopes/2024_02_15_10_10_16_Alcances_OAE PLE 2E 04-00_20240215_101003.pdf"
SAE,243,--,"Laboratorio de Servicio de Análisis e Investigación en Alimentos LSAIA-INIAP","INIAP ESTACION EXPERIMENTAL SANTA CATALINA","SAE LEN 10-003",Ecuador,Mejí­a,"Panamericana Sur km1",NULL,123lsaia.iniap@iniap.gob.ec,"+593 2-300-7134",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-03-15 05:39:56","https://sisac.acreditacion.gob.ec/storage/users/lsaia/accreditation_application/2123/pdf_actives_scopes/2024_03_15_10_39_56_Alcances_OAE LE 09-005_20240315_103951.pdf"
SAE,260,--,"LABORATORIO DE TRATAMIENTO QUÍMICO BLOQUE 07 PAYAMINO","EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR","SAE LEN 12-006",Ecuador,"Francisco de Orellana","Puerto Francisco de Orellana, Km 7,5 Vía a Loreto",NULL,123Marco.Herrera@eppetroecuador.ec,"+593 2-299-3700",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-10-10 17:11:38",https://sisac.acreditacion.gob.ec/storage/users/bloque07/accreditation_application/942/pdf_actives_scopes/2024_10_10_22_11_38_Alcances_EXP-OAE-14-004_20241010_221136.pdf
SAE,262,--,"LABORATORIO DE TRATAMIENTO QUÍMICO BLOQUE 12 EPF","EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR","SAE LEN 15-002",Ecuador,"Francisco de Orellana","Parroquia El Edén Yuturi- Orellana, Bloque 12 EPF",NULL,123Juan.Cando@eppetroecuador.ec,"+593 2-299-3700",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-06-07 10:09:41",https://sisac.acreditacion.gob.ec/storage/users/bloque12/accreditation_application/944/pdf_actives_scopes/2024_06_07_15_09_41_Alcances_EXP-OAE-14-009_20240607_150935.pdf
SAE,251,--,"LABORATORIO DE TRATAMIENTO QUÍMICO BLOQUE 15 CPF","EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR","SAE LEN 14-010",Ecuador,Shushufindi,"Parroquia Limoncocha, Bloque 15, Estación CPF",NULL,123Jonathan.Saltos@eppetroecuador.ec,"+593 2-299-3700",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:53:20",https://sisac.acreditacion.gob.ec/storage/users/bloque15/accreditation_application/945/pdf_actives_scopes/2024_02_07_08_53_20_Alcances_OAE-PCP-E-14-001_20240207_085314.pdf
SAE,3,--,"LABORATORIO DE TRATAMIENTO QUÍMICO BLOQUE 16 NPF DE LA EP PETROECUADOR","EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR","SAE LEN 20-009",Ecuador,Aguarico,"Prov. Orellana-Cantón Aguarico, Cononaco – Bloque 16  NPF",NULL,123viviana.guerrero@eppetroecuador.ec,"+593 2-394-2000",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-11-20 04:55:20","https://sisac.acreditacion.gob.ec/storage/users/petro_bloque16/accreditation_application/2155/pdf_actives_scopes/2024_11_20_09_55_20_Alcances_E - SAE LEN 19 .014_20241120_095518.pdf"
SAE,254,--,"LABORATORIO DE TRATAMIENTO QUÍMICO BLOQUE 18 ZPF","EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR","SAE LEN 14-016",Ecuador,"Francisco de Orellana","Francisco de Orellana, Bloque 18, Campo Palo Azul, Estación Palo Azul",NULL,123Cecilia.Haro@eppetroecuador.ec,"+593 2-299-3700",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:53:27","https://sisac.acreditacion.gob.ec/storage/users/bloque18/accreditation_application/946/pdf_actives_scopes/2024_02_07_08_53_27_Alcances_EXP OAE 14-014_20240207_085321.pdf"
SAE,255,--,"LABORATORIO DE TRATAMIENTO QUÍMICO BLOQUE 56 LAGO AGRIO","EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR","SAE LEN 14-011",Ecuador,"Lago Agrí­o","Bloque 56, Campo Lago Agrio",NULL,123Ramiro.Arcentales@eppetroecuador.ec,"+593 2-299-3700",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-09-17 08:12:08","https://sisac.acreditacion.gob.ec/storage/users/bloque56/accreditation_application/947/pdf_actives_scopes/2024_09_17_13_12_08_Alcances_EXP OAE 14-015_20240917_131202.pdf"
SAE,258,--,"LABORATORIO DE TRATAMIENTO QUÍMICO BLOQUE 57 LIBERTADOR","EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR","SAE LEN 14-017",Ecuador,Sucumbí­os,"BLOQUE 57 Campo Libertador, Estación Secoya",NULL,123Diego.Chavez@eppetroecuador.ec,"+593 2-299-3700",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:53:41",https://sisac.acreditacion.gob.ec/storage/users/bloque57lib/accreditation_application/948/pdf_actives_scopes/2024_02_07_08_53_41_Alcances_OAE-LE-14-008_20240207_085336.pdf
SAE,259,--,"LABORATORIO DE TRATAMIENTO QUÍMICO BLOQUE 57 SHUSHUFINDI","EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR","SAE LEN 15-001",Ecuador,Shushufindi,"BLOQUE 57 Estación Shushufindi Central, Vía La  Victoria",NULL,123Carlos.Aucancela@eppetroecuador.ec,"+593 2-299-3700",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-07-01 08:37:58","https://sisac.acreditacion.gob.ec/storage/users/bloque57shs/accreditation_application/950/pdf_actives_scopes/2024_07_01_13_37_58_Alcances_OAE LE 14-010_20240701_133752.pdf"
SAE,256,--,"LABORATORIO DE TRATAMIENTO QUÍMICO BLOQUE 58 CUYABENO","EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR","SAE LEN 14-015",Ecuador,"Lago Agrí­o","CUYABENO VÍA PUERTO EL CARMEN",NULL,123Pablo.Valdiviezo@eppetroecuador.ec,"+593 2-299-3700",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:53:55","https://sisac.acreditacion.gob.ec/storage/users/bloque58/accreditation_application/951/pdf_actives_scopes/2024_02_07_08_53_55_Alcances_OAE LE 14-011_20240207_085350.pdf"
SAE,261,--,"LABORATORIO DE TRATAMIENTO QUÍMICO BLOQUE 60 SACHA","EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR","SAE LEN 15-014",Ecuador,"Joya de los Sachas","Joya de los Sachas Km 31 vía Coca-Lago Agrio, sector la Parker",NULL,123Patricia.Ullauri@eppetroecuador.ec,"+593 2-299-3700",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-10-10 17:09:01","https://sisac.acreditacion.gob.ec/storage/users/bloque60/accreditation_application/953/pdf_actives_scopes/2024_10_10_22_09_01_Alcances_E - SAE LEN 16 . 014_20241010_220858.pdf"
SAE,257,--,"LABORATORIO DE TRATAMIENTO QUÍMICO BLOQUE 61 AUCA","EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR","SAE LEN 14-018",Ecuador,"Francisco de Orellana","Parroquia Dayuma, Bloque 61, Estación Auca Central",NULL,123Katherine.Aizaga@eppetroecuador.ec,"+593 2-299-3700",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:55:21",https://sisac.acreditacion.gob.ec/storage/users/bloque61/accreditation_application/954/pdf_actives_scopes/2024_02_07_08_55_21_Alcances_EXP-OAE-14-007_20240207_085515.pdf
SAE,283,--,"LABORATORIO DEL DEPARTAMENTO DE PETRÓLEOS, ENERGÍA Y CONTAMINACIÓN - DPEC","FACULTAD DE INGENIERÍA QUÍMICA","SAE LEN 06-010",Ecuador,Quito,"Ritter s/n y Bolivia",NULL,123ftoasa@uce.edu.ec,"+593 99 577 9833",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 04:02:30","https://sisac.acreditacion.gob.ec/storage/users/laboratoriodpec/accreditation_application/1074/pdf_actives_scopes/2024_02_07_09_02_30_Alcances_OAE PLE 2E 06-002_20240207_090220.pdf"
SAE,1124,--,"LABORATORIO DEL DEPARTAMENTO DE PETRÓLEOS, ENERGÍA Y CONTAMINACIÓN - DPEC","FACULTAD DE INGENIERÍA QUÍMICA","SAE PEA 24-001",Ecuador,Quito,"Ritter s/n y Bolivia",NULL,123ftoasa@uce.edu.ec,"+593 99 577 9833",Acreditado,"PROVEEDORES DE ENSAYOS DE APTITUD","NTE INEN-ISO/IEC17043:2011",Nacional,--,--,"2024-04-22 10:54:07","https://sisac.acreditacion.gob.ec/storage/users/dpec17043/accreditation_application/2190/pdf_actives_scopes/2024_04_22_15_54_07_Alcances_E - SAE PEA 21 .002_20240422_155401.pdf"
SAE,120,--,"LABORATORIO EMAPAI","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE IBARRA EMAPAI","SAE LEN 22-008",Ecuador,Ibarra,"Av. Atahualpa, sector Caranqui. Planta de tratamiento de agua potable de Caranqui",NULL,123rbeltran@emapai.gob.ec,"+593 6-264-1176",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 03:57:24",https://sisac.acreditacion.gob.ec/storage/users/labemapai/accreditation_application/1728/pdf_actives_scopes/2024_02_07_08_57_24_Alcances_E-SAE-LEN-22-001_20240207_085719.pdf
SAE,126,--,"LABORATORIO FUJISANSURVEY S.A.","LABORATORIO FUJISANSURVEY S.A.","SAE LC 24-003",México,NULL,"AV. FRANCISCO MATA AGUILAR #1200, COL. FRACCIONAMIENTO INDUSTRIAL Y DE SERVICIOS PARQUE TECNOLOGICO PUERTO MEXICO",NULL,123brenda.arellano@fujisansurvey.com,"+52 800 715 5460",Acreditado,CALIBRACIÓN,"NTE INEN-ISO/IEC 17025:2018",Internacional,--,--,"2024-03-26 09:34:18",https://sisac.acreditacion.gob.ec/storage/users/fuji2022/accreditation_application/2176/pdf_actives_scopes/2024_03_26_14_34_18_Alcances_E-SAE-LCA-24-002_20240326_143408.pdf
SAE,318,--,"LABORATORIO IAM-Q INVESTIGACIÓN, ANÁLISIS Y MONITOREO DE LA SECRETARÍA DE AMBIENTE","GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO","SAE LEN 06-014",Ecuador,Quito,"RÍO COCA E6-85 E ISLA GENOVESA",NULL,123jessica.alvear@quito.gob.ec,"+593 2-395-2300",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 04:07:01","https://sisac.acreditacion.gob.ec/storage/users/iamqsadmq/accreditation_application/1103/pdf_actives_scopes/2024_02_07_09_07_01_Alcances_OAE  PLE  2E  05-011_20240207_090653.pdf"
SAE,35,--,"Laboratorio Institucional de Análisis de Vehículos y Movilidad Sostenible - LIAVMS","UGIPS Unidad de Gestión de Investigación y Proyección Social","SAE OI 18-005",Ecuador,Quito,"Av. Toledo S/N y Madrid, sector la Floresta",NULL,123ivan.alzamora@epn.edu.ec,"+593 2-297-6300",Acreditado,INSPECCION,"NTE INEN-ISO/IEC 17020:2013",Nacional,--,--,"2024-02-29 08:46:12","https://sisac.acreditacion.gob.ec/storage/users/dfierroccicev/accreditation_application/1008/pdf_actives_scopes/2024_02_29_13_46_12_Alcances_SAE INS 17-009_20240229_134605.pdf"
SAE,253,--,"Laboratorio LABSU","Vicariato Apostólico de Aguarico","SAE LEN 07-003",Ecuador,"Francisco de Orellana","Av. Alejandro Labaka y Fray Pastor de Villarquemado",NULL,123laboratorio@labsu.com.ec,"+593 6-288-1105",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-06-25 06:35:52","https://sisac.acreditacion.gob.ec/storage/users/labsu/accreditation_application/1149/pdf_actives_scopes/2024_06_25_11_35_52_Alcances_OAE PLE 2E 06-003_20240625_113511.pdf"
SAE,41,--,"LABORATORIO LASA","LABORATORIO GUIJARRO LASA S.A","SAE LEN 06-002",Ecuador,Quito,"Av. Juan Ignacio Pareja Oe5-87 y SImón Cárdenas",NULL,123marco.guijarro@laboratoriolasa.com,2298018,Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-02-07 10:59:59","https://sisac.acreditacion.gob.ec/storage/users/mguijarro1961/accreditation_application/1117/pdf_actives_scopes/2024_02_07_15_59_59_Alcances_OAE PLE 1E 05-002_20240207_155904.pdf"
SAE,517,--,"Laboratorio Lazo Lablazo C.ltda","Laboratorio Lazo Lablazo C.ltda","SAE LEN 08-001",Ecuador,Durán,"Guayas, Cantón: DURAN, Ciudadela: Lotización Ferias, Edificio: P. I. Plaza Sai Baba, Local: 36, Vía a Durán Tambo, Km: 4.5, Frente a Plastigama.",NULL,123calidad@laboratoriolazo.com,"+593 2-312-3004",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-03-26 09:36:20","https://sisac.acreditacion.gob.ec/storage/users/lablazo/accreditation_application/1710/pdf_actives_scopes/2024_03_26_14_36_20_Alcances_OAE LE 07-003_20240326_143610.pdf"
SAE,985,--,"Laboratorio Metrosens Cia. Ltda.","Laboratorio Metrosens Cia. Ltda.","SAE LEN 17-006",Ecuador,Quito,"Pasaje Cicaos S2-51 y Manuel Orozco (Urbanización Jardín del Valle)",NULL,123wburbano@metrosens.com.ec,"+593 2-301-81001",Acreditado,ENSAYOS,"NTE INEN-ISO/IEC 17025:2018",Nacional,--,--,"2024-04-26 08:24:28","https://sisac.acreditacion.gob.ec/storage/users/xsanchez1992023/accreditation_application/459/pdf_actives_scopes/2024_04_26_13_24_28_Alcances_E - SAE LEN 16 . 012_20240426_132421.pdf"
