idOrganizacion,IdEnsayo,EsyFechaRegistro,EsyLugarEjecucion,EsyTipoEnsayo,EsyEnsayo,EsyMuestra,EsyTecnica,EsyIntervaloMedicion,EsyMetodo
2,LEN-2969,--,--,--,"Metales: Calcio (Ca)",--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>(Método EPA 3050A – “Acid Digestion of Sediments, Sludges and Soils”, July 1992 / Método EPA 6010B – “Inductively Coupled Plasma-Atomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023 – 3120B)</p>"
2,LEN-2970,--,--,--,Bismuto,--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>(Método EPA 3050A – “Acid Digestion of Sediments, Sludges and Soils”, July 1992 / Método EPA 6010B – “Inductively Coupled Plasma-Atomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023 – 3120B)</p>"
2,LEN-2971,--,--,--,Bario,--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>(Método EPA 3050A – “Acid Digestion of Sediments, Sludges and Soils”, July 1992 / Método EPA 6010B – “Inductively Coupled Plasma-Atomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023 – 3120B)</p>"
2,LEN-2972,--,--,--,Arsénico,--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>(Método EPA 3050A – “Acid Digestion of Sediments, Sludges and Soils”, July 1992 / Método EPA 6010B – “Inductively Coupled Plasma-Atomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023 – 3120B)</p>"
2,LEN-2973,--,--,--,"Metales: Antimonio (Sb)",--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>(Método EPA 3050A – “Acid Digestion of Sediments, Sludges and Soils”, July 1992 / Método EPA 6010B – “Inductively Coupled Plasma-Atomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023– 3120B)</p>"
2,LEN-2974,--,--,--,"Cianuro total",--,N/A,--,"<p>Standard Methods. Ed. 24, 2023. 4500CN-C y E. EPA 9010 c. Rev. 3.2004. Destilación de Cianuro Total y Libre</p>"
2,LEN-2975,--,--,--,Carbonatos,--,Volumetría,--,"<p>Standard Methods; 24 Edition, 2023; 2320</p>"
2,LEN-2976,--,--,--,"Nitritos como N-NO2",--,"Cromatografía de iones",--,"<p>U.S. EPA 300.1, 1997</p><p><br></p><p>U.S. EPA 300.0, 1993</p><p><br></p><p>Standard Methods 24nd. Ed 2023 – 4110B</p>"
2,LEN-2977,--,--,--,Bromuros,--,"Cromatografía de iones",--,"<p>U.S. EPA 300.1, 1997</p><p><br></p><p>U.S. EPA 300.0, 1993</p><p><br></p><p>Standard Methods 24nd. Ed 2023 – 4110B</p>"
2,LEN-2978,--,--,--,"Nitratos como N-NO3",--,"Cromatografía de iones",--,"<p>U.S. EPA 300.1, 1997</p><p><br></p><p>U.S. EPA 300.0, 1993</p><p><br></p><p>Standard Methods 24nd. Ed 2023 – 4110B</p>"
2,LEN-2979,--,--,--,"Nitritos como N-NO2",--,"Cromatografía de iones",--,"<p>U.S. EPA 300.1, 1997</p><p><br></p><p>U.S. EPA 300.0, 1993</p><p><br></p><p>Standard Methods 24nd. Ed 2023 – 4110B</p>"
2,LEN-2980,--,--,--,Sulfatos,--,"Cromatografía de iones",--,"<p>U.S. EPA 300.1, 1997</p><p><br></p><p>U.S. EPA 300.0, 1993</p><p><br></p><p>Standard Methods 24nd. Ed 2023 – 4110B</p>"
2,LEN-2981,--,--,--,"Color Real",--,Espectrofotometría,--,"<p>Standard Methods 24 Edition, 2023, 2120 C (Método espectrofotómetrico).</p><p>Standard Methods 24 Edition, 2023-2120 B (Método por Comparación Visual).</p>"
2,LEN-2982,--,--,--,"Compuestos Orgánicos 
Volátiles, BTEX 
(Benzene)",--,"Cromatografía de gases –
masas – headspace",--,"<p>(MÉTODO EPA 8260 D, Rev. 04, 2018)</p>"
2,LEN-2983,--,--,--,"Compuestos orgánicos volátiles BTEX: Tolueno",--,"Cromatografía de gases –
masas – headspace",--,"<p>(MÉTODO EPA 8260 D, Rev. 04, 2018)</p>"
2,LEN-2984,--,--,--,"Compuestos orgánicos volátiles BTEX: Etilbenceno",--,"Cromatografía de gases –
masas – headspace",--,"<p>(MÉTODO EPA 8260 D, Rev. 04, 2018))</p>"
2,LEN-2985,--,--,--,"Compuestos Orgánicos 
Volátiles, BTEX 
(Naphthalene)",--,"Cromatografía de gases –
masas – headspace",--,"<p>(MÉTODO EPA 8260 D, Rev. 04, 2018)</p>"
2,LEN-2986,--,--,--,"Compuestos Orgánicos 
Volátiles, BTEX 
(Naphthalene)",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-2987,--,--,--,"DBO5, DQO, Aceites y
Grasas, TPH y Sólidos
totales, Sólidos totales
suspendidos, Sólidos
sedimentables, Sólidos
totales disueltos, Zn, Ba,
Fe, Co, Cu, Al, V, Cd, Pb,
Ni, Cr.",--,N/A,--,"<p>INEN 2169,2013 INEN 2176, 2013 INEN 2226, 2013</p>"
2,LEN-2988,--,--,--,"Compuestos orgánicos volátiles: Carbon tetrachloride",--,"Cromatografía de gases –
masas – headspace",--,"<p>(MÉTODO EPA 8260 D, Rev. 04, 2018)</p>"
2,LEN-2989,--,--,--,"Compuestos orgánicos volátiles: Styrene",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-2990,--,--,--,"Compuestos orgánicos volátiles:  1,2-Dichloropropane",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-2991,--,--,--,"Clorobencenos: 1,2,4-Trichlorobenzene",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-2992,--,--,--,"Compuestos OrgánicosVolátiles VOC´s : 
1,3-Dichloropropane",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-2993,--,--,--,"Compuestos orgánicos volátiles: o-Xylene",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-2994,--,--,--,"Hidrocarburos Totales de Petróleo
(TPHs)",--,"Cromatografía de Gases",--,"<p>TNRCC (Texas Natural Resource Conservation Commission), Method 1005,Rev.03, Junio 2001.</p><p><br></p><p>EPA 3510c “SEPARATORY FUNNEL LIQUID-LIQUID EXTRACTION”</p>"
2,LEN-2995,--,--,--,"Compuestos orgánicos volátiles: Bromodichloromethane",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-2996,--,--,--,"Caudal volumétrico",--,Volumetría,--,"<p>NTE INEN-ISO 748: 2014 HIDROMETRÍA. MEDIDA DE CAUDAL DE LÍQUIDOS EN CANALES ABIERTOS UTILIZANDO MEDIDORES DE CAUDAL O FLOTADORES (ISO 748:2007, IDT)</p><p><br></p><p>NTE INEN-ISO 8316: 2014 MEDIDA DEL CAUDAL DE LÍQUIDOS EN CONDUCTOS CERRADOS. MÉTODO POR RECOGIDA DE LÍQUIDO EN UN TANQUE VOLUMÉTRICO (ISO</p><p>8316:1987, IDT)</p>"
2,LEN-2997,--,--,--,"Compuestos Orgánicos 
Volátiles, VOC´s (Carbon 
Tetrachloride)",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-2998,--,--,--,"Compuestos orgánicos volátiles: Chlorobenzene",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-2999,--,--,--,"Compuestos orgánicos volátiles: Cis 1,2-Dichloroethene",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-3000,--,--,--,"NTK (Nitrogeno Total Kjendahl)",--,Volumetría,--,"<p>Digestión: Standard Methods 24  Edition, 2023; 4500-Norg- C 2.c</p><p>DIGESDAHL® Digestion Apparatus Models 23130-20,-21. Instrument Manual, HACH.</p><p>Titulación: Standard Methods 24 Edition, 2023; 4500-NH3- C</p>"
2,LEN-3001,--,--,--,"Compuestos orgánicos volátiles: 1,1-dichloroethane",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-3002,--,--,--,"Compuestos orgánicos volátiles:1,1,1-Trichloroethane",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-3003,--,--,--,"1,1,1,2 Tetrachloroethane",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-3004,--,--,--,"Compuestos orgánicos volátiles: 1,1,2,2 Tetrachloroethane",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-3005,--,--,--,"Compuestos Orgánicos 
Volátiles, VOC´s (1,1 
dichloroethene)",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-3006,--,--,--,"Clorobencenos: 1,2 Dichlorobenzene",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-3007,--,--,--,"Compuestos orgánicos volátiles: 1,2-Dichloroethane",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-3008,--,--,--,"Cromo VI",--,"Espectrofotometría UV- VIS",--,"<p>Standard Methods, Ed. 24. 2023 3500-Cr A y 3500-CrB</p>"
2,LEN-3009,--,--,--,"Compuestos Orgánicos
Volátiles VOC´s: 2.2 Dichloropropane",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-3010,--,--,--,"Compuestos orgánicos volátiles: Cis-1,3-Dichloropropene",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-3011,--,--,--,"Compuestos orgánicos volátiles: Tetrachloroethene",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-3012,--,--,--,ter-butilbenceno,--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-3013,--,--,--,"Compuestos orgánicos volátiles: Trichloroethene",--,"Cromatografía de Gases",--,"<p>EPA METHOD 8260 D, Rev. 04, feb-2018.</p><p><br></p><p>EPA METHOD 8000 D, Rev. 5, mar-2018</p><p><br></p><p>EPA METHOD 5021 A, Rev. 2, jul-2014</p>"
2,LEN-3014,--,--,--,"Conductividad eléctrica (CE)",--,Electrometría,--,"<p>Standard Methods, 24 Edition, 2023. 2510 B.</p>"
2,LEN-3015,--,--,--,"Nitritos (NO2) o N-(NO2-)",--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods, Ed.24. 2023 4500NO2-B</p>"
2,LEN-3016,--,--,--,"Metales: Sodios (Na)",--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>EPA 3005 A Acid digestion of waters for total recoverable or dissolved metals for analysis by FLAA or ICP Spectroscopy, Rev. 01, 1992 EPA 6010B – “Inductively Coupled Plasma-Atomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023 – 3120B Standard Methods 24nd. Ed 2023 – 3120B.</p>"
2,LEN-3017,--,--,--,"Metales: Potasio (K)",--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>EPA 3005 A Acid digestion of waters for total recoverable or dissolved metals for analysis by FLAA or ICP Spectroscopy, Rev. 01, 1992 EPA 6010B – “Inductively Coupled Plasma-Atomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2237 – 3120B Standard Methods 24nd. Ed 2023 – 3120B.</p>"
2,LEN-3018,--,--,--,Color,--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods, Ed.24. 2023, 2120 C</p>"
2,LEN-3019,--,--,--,"Sólidos totales suspendidos",--,Gravimetría,--,"<p>Standard Methods, Ed.24. 2023 2540-D</p>"
2,LEN-3020,--,--,--,Tensoactivos,--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods, Ed.24. 2023 5540 A y 5540 C</p>"
2,LEN-3021,--,--,--,"Metales: Arsénico (As)",--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>(Método EPA Acid digestion of waters for total recoverable or dissolved metals for analysis by FLAA or ICP Spectroscopy, Rev. 01, 1992 / EPA 6010B – “Inductively Coupled PlasmaAtomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023 – 3120B)</p>"
2,LEN-3022,--,--,--,"Magnesio (Mg)",--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>(Método EPA Acid digestion of waters for total recoverable or dissolved metals for analysis by FLAA or ICP Spectroscopy, Rev. 01, 1992 / EPA 6010B – “Inductively Coupled PlasmaAtomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023 – 3120B)</p>"
2,LEN-3023,--,--,--,Cadmio,--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>(Método EPA Acid digestion of waters for total recoverable or dissolved metals for analysis by FLAA or ICP Spectroscopy, Rev. 01, 1992 / EPA 6010B – “Inductively Coupled PlasmaAtomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023 – 3120B)</p>"
2,LEN-3024,--,--,--,Plata,--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>(Método EPA Acid digestion of waters for total recoverable or dissolved metals for analysis by FLAA or ICP Spectroscopy, Rev. 01, 1992 / EPA 6010B – “Inductively Coupled PlasmaAtomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023 – 3120B)</p>"
2,LEN-3025,--,--,--,Plomo,--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>(Método EPA Acid digestion of waters for total recoverable or dissolved metals for analysis by FLAA or ICP Spectroscopy, Rev. 01, 1992 / EPA 6010B – “Inductively Coupled PlasmaAtomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023 – 3120B)</p>"
2,LEN-3026,--,--,--,"Metales:Selenio (Se)",--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>(Método EPA Acid digestion of waters for total recoverable or dissolved metals for analysis by FLAA or ICP Spectroscopy, Rev. 01, 1992 / EPA 6010B – “Inductively Coupled PlasmaAtomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023 – 3120B)</p>"
2,LEN-3027,--,--,--,"Talio (Tl)",--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>(Método EPA Acid digestion of waters for total recoverable or dissolved metals for analysis by FLAA or ICP Spectroscopy, Rev. 01, 1992 / EPA 6010B – “Inductively Coupled PlasmaAtomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023 – 3120B)</p>"
2,LEN-3028,--,--,--,"Metales: Calcio (Ca)",--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>(Método EPA Acid digestion of waters for total recoverable or dissolved metals for analysis by FLAA or ICP Spectroscopy, Rev. 01, 1992 / EPA 6010B – “Inductively Coupled PlasmaAtomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023 – 3120B)</p>"
2,LEN-3029,--,--,--,"Cobre (Cu)",--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>(Método EPA Acid digestion of waters for total recoverable or dissolved metals for analysis by FLAA or ICP Spectroscopy, Rev. 01, 1992 / EPA 6010B – “Inductively Coupled PlasmaAtomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023 – 3120B)</p>"
2,LEN-3030,--,--,--,"Talio (Tl)",--,"Espectroscopia de emisión atómica con plasma inductivamente acoplado",--,"<p>(Método EPA 3050A – “Acid Digestion of Sediments, Sludges and Soils”, July 1992 / Método EPA 6010B – “Inductively Coupled Plasma-Atomic Emission Spectrometry”, December 1996 / Standard Methods 24nd. Ed 2023 – 3120B)</p>"
2,LEN-3031,--,--,--,"Compuestos orgánicos volátiles",--,"Cromatografía de gases –
masas – headspace",--,"<p>EPA Method 8260 D, Rev. 04, feb-2018. EPA Method 8000 D, Rev. 5, mar-2018 EPA Method 5021 A, Rev. 2, jul2014</p>"
2,LEN-3032,--,--,--,"Compuestos orgánicos volátiles: 1,2-Dichloroethane",--,"Cromatografía de gases –
masas – headspace",--,"<p>(MÉTODO EPA 8260 D, Rev. 04, 2018)</p>"
2,LEN-3033,--,--,--,"Compuestos orgánicos volátiles: 1,2 Dichloropropene",--,"Cromatografía de gases –
masas – headspace",--,"<p>EPA Method 8260 D, Rev. 04, feb-2018. EPA Method 8000 D, Rev. 5, mar-2018 EPA Method 5021 A, Rev. 2, jul2014</p>"
2,LEN-3034,--,--,--,Bromochloromethane,--,"Cromatografía de gases –
masas – headspace",--,"<p>EPA Method 8260 D, Rev. 04, feb-2018. EPA Method 8000 D, Rev. 5, mar-2018 EPA Method 5021 A, Rev. 2, jul2014</p>"
2,LEN-3035,--,--,--,Mercurio,--,"Espectrofotometría de absorción atómica, vapor frío",--,"<p>Standard Methods, Ed.24. 2023 3112B</p>"
2,LEN-3036,--,--,--,"Material particulado (PM 10)",--,"Espectroscopia Óptica",--,"<p>- Acuerdo 97 A libro VI anexo 4 - EPA 40 CFR Part 50 National Ambient Air Quality Standards for Particulate Metter EPA Quality Assurance Handbook for Air pollution Measurement Systems Vol II 2017 - U.S. EPA EQPM-0516-239</p>"
2,LEN-3037,--,--,--,"Demanda Química de Oxigeno (DQO)",--,Volumetría,--,"<p>(IVEMAR) Instituto de Investigaciones Marinas y Costeras, Santa Marta, DTCH – Julio de 2003.</p><p>(GEO6-P13), Caracterización fisicoquimica de aguas de playa, Sailor-Rievra-2011</p>"
2,LEN-3038,--,--,--,"Pesticidas
Organofosforados",--,"Cromatografía de Gases acoplado a Masas",--,"<p>EPA8270 D, 2007 EPA3510 C, 1996</p>"
2,LEN-3039,--,--,--,Nitratos,--,"Espectrofotometría UV-Vis",--,"<p>Standard Methods, Ed. 24. 2023 4500-NO3-E</p>"
2,LEN-3040,--,--,--,"Aceites y grasas",--,Gravimetría,--,"<p>EPA 9071 B. Rev. 2.1999. EPA 3540 C. Rev. 3.1996.</p>"
2,LEN-3041,--,--,--,"Compuestos orgánicos volátiles BTEX:  (o,p,m - Xylene)",--,"Cromatografía de gases –
masas – headspace",--,"<p>(MÉTODO EPA 8260 D, Rev. 04, 2018)</p>"
2,LEN-3042,--,--,--,"Hidrocarburos totales de petróleo (TPH)",--,"Cromatografía de Gases",--,"<p>Method 1005, Method 1005, Rev. 03, junio 2001</p><p>&nbsp;TNRCC2&nbsp;</p><p>Method 1005,</p><p>Rev. 03, junio 2001</p>"
2,LEN-3043,--,--,--,"Compuestos Orgánicos Volátiles VOCS: Dichloromethane",--,"Cromatografía de gases –
masas – headspace",--,"<p>(MÉTODO EPA 8260 D, Rev. 04, 2018)</p>"
2,LEN-3044,--,--,--,"Compuestos orgánicos volátiles: cis -1,3-Dichloropropene",--,"Cromatografía de gases –
masas – headspace",--,"<p>EPA Method 8260 D, Rev. 04, feb-2018. EPA Method 8000 D, Rev. 5, mar-2018 EPA Method 5021 A, Rev. 2, jul2014</p>"
2,LEN-3045,--,--,--,"Detección de Salmonella spp.",--,Petrifilm,--,"<p>AOAC: 061301 3M™ Petrifilm™ Placas Salmonella express</p>"
2,LEN-3046,--,--,--,"Coliformes totales",--,"Filtración por membrana",--,"<p>Standard Methods, Ed. 24, 2023 9221 E, 9222 A, B y D</p>"
307,LEN-3047,--,--,--,"Cobre (Cu)",--,Volumetría,--,"<p>ISO 10258, International Standard Copper sulfide concentrates - Determination of copper content - Titrimetric methods Second edition, 2015.</p>"
307,LEN-3048,--,--,--,"Metales: Antimonio (Sb)",--,"Espectrofotometría de absorción atómica",--,"<p>Scott's Standard Methods of Chemical Analysis. N.H. Furman Edition; Fifth edition - Vol. I y III, New York D. Van Nostrand Company, Inc.</p>"
307,LEN-3049,--,--,--,"Determinación de Zinc",--,Volumetría,--,"<p>ISO 12739, Zinc Sulfide concentrates - Determination of zinc - Ion-exchange/EDTA titrimetric method, Second edition, 2006-07-01.</p>"
307,LEN-3050,--,--,--,"Cobre (Cu)",--,"Espectrofotometría Absorción Atómica",--,"<p>Scott's Standard Methods of Chemical Analysis. N.H. Furman Edition; Fifth edition - Vol. I y III, New York D. Van Nostrand Company, Inc.</p>"
307,LEN-3051,--,--,--,Plata,--,"Espectrofotometría Absorción Atómica",--,"<p>Scott's Standard Methods of Chemical Analysis. N.H. Furman Edition; Fifth edition - Vol. I y III, New York D. Van Nostrand Company, Inc.</p>"
307,LEN-3052,--,--,--,Plomo,--,"Espectrofotometría Absorción Atómica",--,"<p>Scott's Standard Methods of Chemical Analysis. N.H. Furman Edition; Fifth edition - Vol. I y III, New York D. Van Nostrand Company, Inc.</p>"
307,LEN-3053,--,--,--,Oro,--,"Ensayo al fuego –gravimetría",--,"<p>ISO 10378:2016 Copper, lead and zinc sulfide concentrates — Determination of gold and silver — Fire assay gravimetric and flame atomic absorption spectrometric method, Third edition.</p>"
307,LEN-3054,--,--,--,Plata,--,Gravimetría,--,"<p>Scott's Standard Methods of Chemical Analysis. N.H. Furman Edition; Fifth edition - Vol. I y III, New York D. Van Nostrand Company, Inc.</p>"
307,LEN-3055,--,--,--,"Determinación de Plata y
Oro",--,Gravimetría,--,"<p>Scott's Standard Methods of Chemical Analysis. N.H. Furman Edition; Fifth edition - Vol. I y III, New York D. Van Nostrand Company, Inc.</p>"
307,LEN-3056,--,--,--,"Determinación de Plomo",--,Volumetría,--,"<p>ISO 1345:200 Lead sulfide concentrates-Determination of lead content-EDTA titration method after acid digestion titration of EDTA after precipitation o lead sulfate First edition: 2000-02-01</p>"
307,LEN-3057,--,--,--,"Determinación de Zinc",--,"Espectrofotometría de absorción atómica",--,"<p>ASTM E2941-14 Standard Practices for extraction of elements from Ores and Related Metallurgical materials by acid digestion</p>"
307,LEN-3058,--,--,--,Plata,--,"Ensayo al fuego –gravimetría",--,"<p>ISO 10378:2016 Copper, lead and zinc sulfide concentrates — Determination of gold and silver — Fire assay gravimetric and flame atomic absorption spectrometric method, Third edition.</p>"
307,LEN-3059,--,--,--,Arsénico,--,"Espectrofotometría Absorción Atómica, Llama Acetileno – Óxido Nitroso",--,"<p>ASTM E2941-14 Standard Practices for extraction of elements from Ores and Related Metallurgical materials by acid digestion</p>"
242,LEN-3060,--,--,--,Fenoles,--,"Espectrofotometría UV- VIS",--,"DIN 38409 H16-1"
242,LEN-3061,--,--,--,"Hidrocarburos Totales de Petróleo
(TPHs)",--,"Espectrofotometría FTIR",--,"EPA 418.1, 3550 C, 1664"
242,LEN-3062,--,--,--,"Hidrocarburos aromáticos policiclicos (HAPs)",--,"Cromatografía Liquida de Alta Eficacia (HPLC)",--,"EPA 3630 C, 3510 C, 8310"
242,LEN-3063,--,--,--,"Potencial de hidrógeno  (pH)",--,Electrometría,--,"<p class="ql-align-center">Standard Methods 24th Edition 2023 4500 H+ B</p>"
242,LEN-3064,--,--,--,Conductividad,--,Electrometría,--,"<p class="ql-align-center">Standard Methods 24th Edition 2023 &nbsp;2510 B</p>"
242,LEN-3065,--,--,--,"Sólidos totales disueltos",--,Electrometría,--,"<p class="ql-align-center">Standard 24th Edition 2023 2510 B</p>"
242,LEN-3066,--,--,--,"Cromo hexavalente",--,Espectrofotometría,--,"<p class="ql-align-center">Standard Methods 24th Edition 2023 3500-Cr D</p>"
242,LEN-3067,--,--,--,Turbidez,--,Nefelometría,--,"<p>Standard Methods 24th Edition 2023 2130 B</p>"
242,LEN-3068,--,--,--,"Cobre (Cu)",--,"Espectrofotometría de Absorción Atómica de Llama",--,"<p>Standard Methods 24th Edition 2023 3030B, 3111B</p>"
242,LEN-3069,--,--,--,Cloruros,--,Volumetría,--,"<p class="ql-align-center">Standard Methods 24th Edition 2023</p><p>4500 Cl - B</p>"
242,LEN-3070,--,--,--,"Cloro libre residual",--,"Espectrofotometría UV- VIS",--,"<p class="ql-align-center">Standard Methods 24th Edition 2023 4500 Cl G</p>"
242,LEN-3071,--,--,--,"Cloro residual total",--,"Espectrofotometría UV- VIS",--,"<p>Standard Methods 2017, Ed 23 4500 Cl G</p>"
242,LEN-3072,--,--,--,"Demanda Química de Oxigeno (DQO)",--,"Espectrofotometría UV- VIS",--,"<p class="ql-align-center">HACH 8000 Standard Methods 24th Edition 2023</p><p>5220 D</p>"
